P[bar],断熱火炎t1[K]
675.01325,2415.5902897637698
676.01325,2415.6018471493157
677.01325,2415.6133827623207
678.01325,2415.6248966754147
679.01325,2415.6363889609534
680.01325,2415.647859690962
681.01325,2415.6593089370795
682.01325,2415.670736770624
683.01325,2415.6821432624724
684.01325,2415.6935284833703
685.01325,2415.7048925035633
686.01325,2415.7162353930235
687.01325,2415.7275572213584
688.01325,2415.73885805783
689.01325,2415.750137971511
690.01325,2415.761397030978
691.01325,2415.77263530458
692.01325,2415.783852860265
693.01325,2415.795049765825
694.01325,2415.8062260885417
695.01325,2415.817381895411
696.01325,2415.8285172533015
697.01325,2415.8396322285375
698.01325,2415.85072688725
699.01325,2415.8618012952516
700.01325,2415.8728555180815
701.01325,2415.883889620911
702.01325,2415.8949036685917
703.01325,2415.9058977257173
704.01325,2415.9168718566234
705.01325,2415.9278261253035
706.01325,2415.938760595383
707.01325,2415.9496753304397
708.01325,2415.9605703933703
709.01325,2415.9714458471644
710.01325,2415.982301754271
711.01325,2415.9931381769566
712.01325,2416.003955177258
713.01325,2416.0147528167695
714.01325,2416.025531156957
715.01325,2416.0362902588463
716.01325,2416.0470301833666
717.01325,2416.0577509911177
718.01325,2416.0684527422904
719.01325,2416.079135496956
720.01325,2416.0897993148933
721.01325,2416.1004442555113
722.01325,2416.1110703780932
723.01325,2416.121677741539
724.01325,2416.132266404473
725.01325,2416.142836425453
726.01325,2416.1533878624778
727.01325,2416.16392077356
728.01325,2416.174435216269
729.01325,2416.184931247974
730.01325,2416.1954089258197
731.01325,2416.2058683066803
732.01325,2416.216309447137
733.01325,2416.2267324035947
734.01325,2416.2371372320813
735.01325,2416.2475239885803
736.01325,2416.257892728538
737.01325,2416.2682435074835
738.01325,2416.2785763804877
739.01325,2416.288891402358
740.01325,2416.299188627869
741.01325,2416.3094681113007
742.01325,2416.319729906875
743.01325,2416.3299740684965
744.01325,2416.3402006498877
745.01325,2416.350409704455
746.01325,2416.3606012854075
747.01325,2416.3707754458187
748.01325,2416.3809322382835
749.01325,2416.3910717155013
750.01325,2416.401193929647
751.01325,2416.4112989328614
752.01325,2416.4213867769977
753.01325,2416.431457513606
754.01325,2416.441511194146
755.01325,2416.451547869739
756.01325,2416.4615675914356
757.01325,2416.47157040988
758.01325,2416.481556375673
759.01325,2416.491525538999
760.01325,2416.501477950022
761.01325,2416.5114136586353
762.01325,2416.5213327144775
763.01325,2416.5312351669627
764.01325,2416.5411210653474
765.01325,2416.55099045867
766.01325,2416.5608433956986
767.01325,2416.5706799251357
768.01325,2416.5805000952837
769.01325,2416.59030395446
770.01325,2416.6000915504865
771.01325,2416.6098629313315
772.01325,2416.619618144453
773.01325,2416.629357237343
774.01325,2416.63908025716
775.01325,2416.648787250839
776.01325,2416.658478265241
777.01325,2416.66815334696
778.01325,2416.6778125423425
779.01325,2416.687455897672
780.01325,2416.697083458893
781.01325,2416.706695271866
782.01325,2416.7162913822413
783.01325,2416.7258718354246
784.01325,2416.7354366766926
785.01325,2416.744985951082
786.01325,2416.754519703557
787.01325,2416.764037978702
788.01325,2416.7735408211556
789.01325,2416.783028275087
790.01325,2416.7925003846726
791.01325,2416.8019571940067
792.01325,2416.811398746736
793.01325,2416.8208250865073
794.01325,2416.8302362567247
795.01325,2416.8396323006596
796.01325,2416.84901326135
797.01325,2416.858379181665
798.01325,2416.8677301043667
799.01325,2416.8770660719797
800.01325,2416.886387126881
801.01325,2416.8956933112117
802.01325,2416.904984667087
803.01325,2416.9142612362634
804.01325,2416.923523060448
805.01325,2416.9327701812454
806.01325,2416.9420026398907
807.01325,2416.951220477594
808.01325,2416.9604237354138
809.01325,2416.969612454141
810.01325,2416.9787866744523
811.01325,2416.987946436936
812.01325,2416.9970917819146
813.01325,2417.0062227495337
814.01325,2417.015339379902
815.01325,2417.0244417128174
816.01325,2417.0335297881293
817.01325,2417.042603645237
818.01325,2417.0516633236502
819.01325,2417.0607088625065
820.01325,2417.0697403010204
821.01325,2417.078757678055
822.01325,2417.0877610323555
823.01325,2417.0967504025934
824.01325,2417.105725827251
825.01325,2417.1146873446296
826.01325,2417.1236349928818
827.01325,2417.132568809996
828.01325,2417.141488833916
829.01325,2417.1503951023215
830.01325,2417.1592876527566
831.01325,2417.1681665227193
832.01325,2417.177031749385
833.01325,2417.185883369946
834.01325,2417.1947214213837
835.01325,2417.2035459405224
836.01325,2417.2123569640894
837.01325,2417.2211545286104
838.01325,2417.229938670507
839.01325,2417.238709426024
840.01325,2417.247466831351
841.01325,2417.256210922452
842.01325,2417.2649417351636
843.01325,2417.2736593052036
844.01325,2417.2823636681537
845.01325,2417.291054859404
846.01325,2417.2997329142977
847.01325,2417.3083978679856
848.01325,2417.317049755571
849.01325,2417.3256886118124
850.01325,2417.3343144716123
851.01325,2417.342927369485
852.01325,2417.3515273399667
853.01325,2417.360114417452
854.01325,2417.368688636096
855.01325,2417.3772500300893
856.01325,2417.3857986333255
857.01325,2417.394334479722
858.01325,2417.4028576029305
859.01325,2417.4113680365786
860.01325,2417.4198658141063
861.01325,2417.4283509688617
862.01325,2417.436823533984
863.01325,2417.445283542657
864.01325,2417.453731027746
865.01325,2417.4621660221105
866.01325,2417.4705885585004
867.01325,2417.478998669491
868.01325,2417.487396387499
869.01325,2417.4957817449094
870.01325,2417.5041547739197
871.01325,2417.512515506575
872.01325,2417.520863974965
873.01325,2417.5292002108577
874.01325,2417.53752424606
875.01325,2417.5458361121505
876.01325,2417.5541358406304
877.01325,2417.562423462947
878.01325,2417.570699010296
879.01325,2417.5789625138764
880.01325,2417.587214004708
881.01325,2417.5954535137216
882.01325,2417.603681071709
883.01325,2417.611896709427
884.01325,2417.6201004573622
885.01325,2417.6282923460667
886.01325,2417.636472405886
887.01325,2417.6446406670702
888.01325,2417.6527971596984
889.01325,2417.660941913855
890.01325,2417.669074959453
891.01325,2417.677196326244
892.01325,2417.6853060440035
893.01325,2417.693404142223
894.01325,2417.7014906504987
895.01325,2417.7095655981034
896.01325,2417.7176290143393
897.01325,2417.725680928409
898.01325,2417.7337213692776
899.01325,2417.741750365994
900.01325,2417.7497679473004
901.01325,2417.757774142015
902.01325,2417.7657689787293
903.01325,2417.7737524859594
904.01325,2417.7817246922136
905.01325,2417.7896856257676
906.01325,2417.7976353148274
907.01325,2417.805573787572
908.01325,2417.813501071929
909.01325,2417.821417195919
910.01325,2417.8293221873428
911.01325,2417.8372160738622
912.01325,2417.845098883155
913.01325,2417.8529706426943
914.01325,2417.860831379944
915.01325,2417.868681122276
916.01325,2417.8765198968795
917.01325,2417.8843477308315
918.01325,2417.8921646512467
919.01325,2417.89997068507
920.01325,2417.9077658590763
921.01325,2417.9155502000563
922.01325,2417.923323734687
923.01325,2417.93108648953
924.01325,2417.9388384910067
925.01325,2417.9465797655075
926.01325,2417.954310339346
927.01325,2417.962030238735
928.01325,2417.9697394896707
929.01325,2417.9774381182374
930.01325,2417.9851261503595
931.01325,2417.9928036118235
932.01325,2418.0004705283645
933.01325,2418.008126925651
934.01325,2418.0157728291492
935.01325,2418.0234082644524
936.01325,2418.0310332569097
937.01325,2418.0386478317123
938.01325,2418.0462520141687
939.01325,2418.053845829379
940.01325,2418.061429302313
941.01325,2418.069002457888
942.01325,2418.07656532108
943.01325,2418.0841179165513
944.01325,2418.091660268988
945.01325,2418.0991924030423
946.01325,2418.106714343177
947.01325,2418.1142261138048
948.01325,2418.1217277393166
949.01325,2418.1292192439605
950.01325,2418.136700651895
951.01325,2418.144171987228
952.01325,2418.1516332739584
953.01325,2418.1590845359897
954.01325,2418.1665257972213
955.01325,2418.173957081367
956.01325,2418.181378412117
957.01325,2418.188789813127
958.01325,2418.196191307855
959.01325,2418.2035829198135
960.01325,2418.210964672275
961.01325,2418.2183365885808
962.01325,2418.2256986919133
963.01325,2418.233051005449
964.01325,2418.2403935521397
965.01325,2418.247726355007
966.01325,2418.2550494369916
967.01325,2418.262362820839
968.01325,2418.2696665292924
969.01325,2418.2769605850417
970.01325,2418.284245010669
971.01325,2418.2915198286755
972.01325,2418.298785061485
973.01325,2418.306040731451
974.01325,2418.3132868608864
975.01325,2418.320523471998
976.01325,2418.3277505868987
977.01325,2418.3349682276335
978.01325,2418.3421764161917
979.01325,2418.3493751745646
980.01325,2418.356564524515
981.01325,2418.36374448782
982.01325,2418.370915086213
983.01325,2418.378076341266
984.01325,2418.385228274569
985.01325,2418.3923709075975
986.01325,2418.3995042617626
987.01325,2418.4066283583948
988.01325,2418.4137432187413
989.01325,2418.4208488640184
990.01325,2418.4279453153754
991.01325,2418.4350325938562
992.01325,2418.4421107204807
993.01325,2418.449179716103
994.01325,2418.456239601598
995.01325,2418.463290397757
996.01325,2418.470332125345
997.01325,2418.4773648049504
998.01325,2418.4843884572037
999.01325,2418.491403102525
1000.01325,2418.4984087613993
