P[bar],T[K]
1.222515433479114,317.51727192648565
1.2225547043375045,317.5201508456921
1.2225939773591568,317.52302985641535
1.2226332525442407,317.5259089586604
1.2226725298929246,317.5287881524321
1.222711809405378,317.5316674377356
1.222751091081768,317.53454681457566
1.2227903749222653,317.53742628295737
1.2228296609270368,317.54030584288563
1.222868949096253,317.54318549436545
1.222908239430082,317.54606523740176
1.2229475319286929,317.5489450719995
1.2229868265922543,317.5518249981637
1.223026123420935,317.55470501589923
1.2230654224149042,317.5575851252112
1.2231047235743306,317.56046532610435
1.2231440268993838,317.56334561858387
1.2231833323902324,317.5662260026546
1.2232226400470447,317.56910647832154
1.2232619498699908,317.57198704558965
1.223301261859239,317.5748677044639
1.2233405760149585,317.5777484549492
1.2233798923373187,317.5806292970506
1.2234192108264879,317.5835102307731
1.223458531482636,317.5863912561215
1.2234978543059316,317.5892723731009
1.223537179296544,317.5921535817162
1.2235765064546424,317.5950348819725
1.223615835780396,317.5979162738746
1.2236551672739733,317.60079775742753
