P[bar],断熱火炎t1[K]
721.01325,2310.0924274735876
722.01325,2310.1003296770295
723.01325,2310.1082179967
724.01325,2310.1160924759597
725.01325,2310.123953158031
726.01325,2310.1318000859596
727.01325,2310.1396333025705
728.01325,2310.1474528503927
729.01325,2310.155258771942
730.01325,2310.16305110953
731.01325,2310.1708299050442
732.01325,2310.1785952004734
733.01325,2310.1863470375324
734.01325,2310.1940854576274
735.01325,2310.2018105020693
736.01325,2310.209522212143
737.01325,2310.217220628597
738.01325,2310.224905792376
739.01325,2310.232577743935
740.01325,2310.2402365237886
741.01325,2310.247882172162
742.01325,2310.255514728991
743.01325,2310.263134234301
744.01325,2310.2707407277585
745.01325,2310.27833424886
746.01325,2310.285914837022
747.01325,2310.293482531361
748.01325,2310.3010373709612
749.01325,2310.3085793946175
750.01325,2310.316108641032
751.01325,2310.3236251487383
752.01325,2310.33112895611
753.01325,2310.33862010125
754.01325,2310.346098622193
755.01325,2310.353564556793
756.01325,2310.3610179427837
757.01325,2310.3684588176284
758.01325,2310.3758872187677
759.01325,2310.3833031832564
760.01325,2310.3907067482746
761.01325,2310.398097950643
762.01325,2310.4054768271476
763.01325,2310.4128434143754
764.01325,2310.420197748567
765.01325,2310.4275398661603
766.01325,2310.434869803162
767.01325,2310.442187595637
768.01325,2310.449493279228
769.01325,2310.456786889694
770.01325,2310.4640684625215
771.01325,2310.4713380330145
772.01325,2310.47859563643
773.01325,2310.485841307742
774.01325,2310.493075081876
775.01325,2310.5002969936027
776.01325,2310.5075070775224
777.01325,2310.514705368101
778.01325,2310.5218918996557
779.01325,2310.5290667063896
780.01325,2310.5362298222317
781.01325,2310.543381281225
782.01325,2310.550521117021
783.01325,2310.5576493632348
784.01325,2310.56476605335
785.01325,2310.5718712207026
786.01325,2310.5789648984696
787.01325,2310.586047119726
788.01325,2310.5931179173717
789.01325,2310.600177324173
790.01325,2310.6072253728057
791.01325,2310.61426209576
792.01325,2310.621287525433
793.01325,2310.6283016940497
794.01325,2310.6353046337676
795.01325,2310.6422963765335
